Graph Name,Query Name,Annotation Method,Median Client-Side Runtime
ultratall_10,count_leaves,baseline,15.991
ultratall_10,count_leaves,dewey,16.378
ultratall_10,count_leaves,prepost,8.26
ultratall_10,check_same_subtree_true,baseline,21.368
ultratall_10,check_same_subtree_true,dewey,13.157
ultratall_10,check_same_subtree_true,prepost,7.838
ultratall_10,all_ancestors,baseline,11.043
ultratall_10,all_ancestors,dewey,6.078
ultratall_10,all_ancestors,prepost,4.972
ultratall_10,check_if_ancestor_true,baseline,56.799
ultratall_10,check_if_ancestor_true,dewey,1.988
ultratall_10,check_if_ancestor_true,prepost,1.742
ultratall_10,check_same_subtree_false,baseline,21.621
ultratall_10,check_same_subtree_false,dewey,14.066
ultratall_10,check_same_subtree_false,prepost,6.662
ultratall_10,check_if_ancestor_false,baseline,54.617
ultratall_10,check_if_ancestor_false,dewey,1.939
ultratall_10,check_if_ancestor_false,prepost,1.821
artificial_forest_1000,all_descendants,baseline,16.991
artificial_forest_1000,all_descendants,dewey,7.672
artificial_forest_1000,all_descendants,prepost,8.314
artificial_forest_1000,all_children,baseline,7.27
artificial_forest_1000,all_children,dewey,6.829
artificial_forest_1000,all_children,prepost,7.702
artificial_forest_1000,all_leaves,baseline,18.072
artificial_forest_1000,all_leaves,dewey,10.911
artificial_forest_1000,all_leaves,prepost,7.494
artificial_forest_1000,count_descendants,baseline,14.396
artificial_forest_1000,count_descendants,dewey,11.727
artificial_forest_1000,count_descendants,prepost,1.629
artificial_forest_1000,count_leaves,baseline,19.807
artificial_forest_1000,count_leaves,dewey,17.401
artificial_forest_1000,count_leaves,prepost,14.129
artificial_forest_1000,check_same_subtree_true,baseline,22.221
artificial_forest_1000,check_same_subtree_true,dewey,15.383
artificial_forest_1000,check_same_subtree_true,prepost,7.702
artificial_forest_1000,all_ancestors,baseline,16.688
artificial_forest_1000,all_ancestors,dewey,7.829
artificial_forest_1000,all_ancestors,prepost,6.786
artificial_forest_1000,check_if_ancestor_true,baseline,52.049
artificial_forest_1000,check_if_ancestor_true,dewey,2.354
artificial_forest_1000,check_if_ancestor_true,prepost,1.781
artificial_forest_1000,check_same_subtree_false,baseline,20.089
artificial_forest_1000,check_same_subtree_false,dewey,13.056
artificial_forest_1000,check_same_subtree_false,prepost,8.931
artificial_forest_1000,check_if_ancestor_false,baseline,43.76
artificial_forest_1000,check_if_ancestor_false,dewey,2.28
artificial_forest_1000,check_if_ancestor_false,prepost,1.595
ultrawide_10000,all_descendants,baseline,33.543
ultrawide_10000,all_descendants,dewey,8.573
ultrawide_10000,all_descendants,prepost,4.637
ultrawide_10000,all_children,baseline,6.645
ultrawide_10000,all_children,dewey,6.212
ultrawide_10000,all_children,prepost,7.578
ultrawide_10000,all_leaves,baseline,41.209
ultrawide_10000,all_leaves,dewey,18.707
ultrawide_10000,all_leaves,prepost,12.635
ultrawide_10000,count_descendants,baseline,26.775
ultrawide_10000,count_descendants,dewey,6.683
ultrawide_10000,count_descendants,prepost,1.121
ultrawide_10000,count_leaves,baseline,35.29
ultrawide_10000,count_leaves,dewey,15.836
ultrawide_10000,count_leaves,prepost,11.513
ultrawide_10000,check_same_subtree_true,baseline,20.83
ultrawide_10000,check_same_subtree_true,dewey,13.435
ultrawide_10000,check_same_subtree_true,prepost,12.818
ultrawide_10000,all_ancestors,baseline,14.948
ultrawide_10000,all_ancestors,dewey,9.417
ultrawide_10000,all_ancestors,prepost,7.997
ultrawide_10000,check_if_ancestor_true,baseline,51.753
ultrawide_10000,check_if_ancestor_true,dewey,2.078
ultrawide_10000,check_if_ancestor_true,prepost,1.956
ultrawide_10000,check_same_subtree_false,baseline,21.973
ultrawide_10000,check_same_subtree_false,dewey,13.32
ultrawide_10000,check_same_subtree_false,prepost,12.942
ultrawide_10000,check_if_ancestor_false,baseline,57.439
ultrawide_10000,check_if_ancestor_false,dewey,2.378
ultrawide_10000,check_if_ancestor_false,prepost,2.01
