graph,query,scenario,run,runtime_ms
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q08,1,8.468
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q08,2,1.282
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q08,3,1.267
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q08,4,1.613
artificial_trees_ultrawide_100000_baseline,11_check_if_ancestor,q08,5,1.228
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q08,1,7.710
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q08,2,1.261
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q08,3,1.239
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q08,4,1.212
artificial_trees_ultrawide_100000_dewey,11_check_if_ancestor,q08,5,2.322
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q08,1,7.909
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q08,2,1.271
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q08,3,1.329
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q08,4,1.319
artificial_trees_ultrawide_100000_prepost,11_check_if_ancestor,q08,5,1.398
snb_sf1_comment_baseline,01_all_descendants,q01,1,36.320
snb_sf1_comment_baseline,01_all_descendants,q01,2,4.709
snb_sf1_comment_baseline,01_all_descendants,q01,3,4.648
snb_sf1_comment_baseline,01_all_descendants,q01,4,5.037
snb_sf1_comment_baseline,01_all_descendants,q01,5,4.546
snb_sf1_comment_dewey,01_all_descendants,q01,1,41.595
snb_sf1_comment_dewey,01_all_descendants,q01,2,4.836
snb_sf1_comment_dewey,01_all_descendants,q01,3,4.357
snb_sf1_comment_dewey,01_all_descendants,q01,4,4.387
snb_sf1_comment_dewey,01_all_descendants,q01,5,4.490
snb_sf1_comment_prepost,01_all_descendants,q01,1,40.542
snb_sf1_comment_prepost,01_all_descendants,q01,2,4.678
snb_sf1_comment_prepost,01_all_descendants,q01,3,4.611
snb_sf1_comment_prepost,01_all_descendants,q01,4,5.016
snb_sf1_comment_prepost,01_all_descendants,q01,5,4.710
snb_sf1_comment_baseline,01_all_descendants,q04,1,9.512
snb_sf1_comment_baseline,01_all_descendants,q04,2,1.578
snb_sf1_comment_baseline,01_all_descendants,q04,3,1.530
snb_sf1_comment_baseline,01_all_descendants,q04,4,1.482
snb_sf1_comment_baseline,01_all_descendants,q04,5,1.858
snb_sf1_comment_dewey,01_all_descendants,q04,1,11.902
snb_sf1_comment_dewey,01_all_descendants,q04,2,1.635
snb_sf1_comment_dewey,01_all_descendants,q04,3,1.571
snb_sf1_comment_dewey,01_all_descendants,q04,4,1.536
snb_sf1_comment_dewey,01_all_descendants,q04,5,1.577
snb_sf1_comment_prepost,01_all_descendants,q04,1,10.361
snb_sf1_comment_prepost,01_all_descendants,q04,2,1.658
snb_sf1_comment_prepost,01_all_descendants,q04,3,1.567
snb_sf1_comment_prepost,01_all_descendants,q04,4,1.590
snb_sf1_comment_prepost,01_all_descendants,q04,5,1.577
snb_sf1_comment_baseline,11_check_if_ancestor,q07,1,59.992
snb_sf1_comment_baseline,11_check_if_ancestor,q07,2,1.557
snb_sf1_comment_baseline,11_check_if_ancestor,q07,3,1.751
snb_sf1_comment_baseline,11_check_if_ancestor,q07,4,1.355
snb_sf1_comment_baseline,11_check_if_ancestor,q07,5,1.416
snb_sf1_comment_dewey,11_check_if_ancestor,q07,1,34.238
snb_sf1_comment_dewey,11_check_if_ancestor,q07,2,1.190
snb_sf1_comment_dewey,11_check_if_ancestor,q07,3,1.124
snb_sf1_comment_dewey,11_check_if_ancestor,q07,4,1.457
snb_sf1_comment_dewey,11_check_if_ancestor,q07,5,1.080
snb_sf1_comment_prepost,11_check_if_ancestor,q07,1,34.184
snb_sf1_comment_prepost,11_check_if_ancestor,q07,2,1.116
snb_sf1_comment_prepost,11_check_if_ancestor,q07,3,1.084
snb_sf1_comment_prepost,11_check_if_ancestor,q07,4,1.063
snb_sf1_comment_prepost,11_check_if_ancestor,q07,5,1.043
snb_sf1_comment_baseline,11_check_if_ancestor,q08,1,7.607
snb_sf1_comment_baseline,11_check_if_ancestor,q08,2,1.209
snb_sf1_comment_baseline,11_check_if_ancestor,q08,3,1.161
snb_sf1_comment_baseline,11_check_if_ancestor,q08,4,1.133
snb_sf1_comment_baseline,11_check_if_ancestor,q08,5,1.138
snb_sf1_comment_dewey,11_check_if_ancestor,q08,1,6.988
snb_sf1_comment_dewey,11_check_if_ancestor,q08,2,1.091
snb_sf1_comment_dewey,11_check_if_ancestor,q08,3,1.063
snb_sf1_comment_dewey,11_check_if_ancestor,q08,4,1.051
snb_sf1_comment_dewey,11_check_if_ancestor,q08,5,1.028
snb_sf1_comment_prepost,11_check_if_ancestor,q08,1,7.260
snb_sf1_comment_prepost,11_check_if_ancestor,q08,2,1.126
snb_sf1_comment_prepost,11_check_if_ancestor,q08,3,1.095
snb_sf1_comment_prepost,11_check_if_ancestor,q08,4,1.070
snb_sf1_comment_prepost,11_check_if_ancestor,q08,5,1.128
snb_sf1_place_baseline,01_all_descendants,q01_q02,1,100.026
snb_sf1_place_baseline,01_all_descendants,q01_q02,2,56.348
snb_sf1_place_baseline,01_all_descendants,q01_q02,3,46.343
snb_sf1_place_baseline,01_all_descendants,q01_q02,4,35.782
snb_sf1_place_baseline,01_all_descendants,q01_q02,5,36.563
snb_sf1_place_dewey,01_all_descendants,q01_q02,1,69.785
snb_sf1_place_dewey,01_all_descendants,q01_q02,2,41.641
snb_sf1_place_dewey,01_all_descendants,q01_q02,3,39.274
snb_sf1_place_dewey,01_all_descendants,q01_q02,4,40.105
snb_sf1_place_dewey,01_all_descendants,q01_q02,5,41.164
snb_sf1_place_prepost,01_all_descendants,q01_q02,1,87.681
snb_sf1_place_prepost,01_all_descendants,q01_q02,2,44.004
snb_sf1_place_prepost,01_all_descendants,q01_q02,3,41.205
snb_sf1_place_prepost,01_all_descendants,q01_q02,4,41.181
snb_sf1_place_prepost,01_all_descendants,q01_q02,5,42.907
snb_sf1_place_baseline,01_all_descendants,q04,1,8.860
snb_sf1_place_baseline,01_all_descendants,q04,2,1.163
snb_sf1_place_baseline,01_all_descendants,q04,3,1.119
