graph,query,scenario,run,runtime_ms
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,3,1.791
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,4,1.773
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,5,1.761
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,1,11.315
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,2,1.865
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,3,1.799
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,4,1.798
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,5,1.772
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,1,9.429
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,2,1.928
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,3,1.487
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,4,1.466
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,5,1.442
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,1,11.960
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,2,1.580
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,3,1.908
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,4,1.514
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,5,1.484
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,1,10.370
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,2,1.622
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,3,1.521
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,4,1.881
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,5,1.497
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,1,65.342
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,2,39.388
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,3,39.821
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,4,39.750
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,5,39.072
artificial_trees_ultratall_1000_dewey,01_all_descendants,q01_q02,1,69.555
