Graph Name,Query Name,Annotation Method,Median Client-Side Runtime
ultratall_10,count_leaves,prepost,14.582
ultratall_10,check_same_subtree_true,baseline,21.4
ultratall_10,check_same_subtree_true,dewey,13.272
ultratall_10,check_same_subtree_true,prepost,7.213
ultratall_10,all_ancestors,baseline,12.892
ultratall_10,all_ancestors,dewey,6.322
ultratall_10,all_ancestors,prepost,6.572
ultratall_10,check_if_ancestor_true,baseline,52.402
ultratall_10,check_if_ancestor_true,dewey,2.31
ultratall_10,check_if_ancestor_true,prepost,1.875
ultratall_10,check_same_subtree_false,baseline,23.475
ultratall_10,check_same_subtree_false,dewey,15.452
ultratall_10,check_same_subtree_false,prepost,8.305
ultratall_10,check_if_ancestor_false,baseline,51.683
ultratall_10,check_if_ancestor_false,dewey,2.151
ultratall_10,check_if_ancestor_false,prepost,1.636
artificial_forest_1000,all_descendants,baseline,18.245
artificial_forest_1000,all_descendants,dewey,6.191
artificial_forest_1000,all_descendants,prepost,7.335
artificial_forest_1000,all_children,baseline,6.818
artificial_forest_1000,all_children,dewey,6.829
artificial_forest_1000,all_children,prepost,6.782
artificial_forest_1000,all_leaves,baseline,23.47
artificial_forest_1000,all_leaves,dewey,11.647
artificial_forest_1000,all_leaves,prepost,7.396
artificial_forest_1000,count_descendants,baseline,14.211
artificial_forest_1000,count_descendants,dewey,10.274
artificial_forest_1000,count_descendants,prepost,1.379
artificial_forest_1000,count_leaves,baseline,20.024
artificial_forest_1000,count_leaves,dewey,15.041
artificial_forest_1000,count_leaves,prepost,13.116
artificial_forest_1000,check_same_subtree_true,baseline,22.628
artificial_forest_1000,check_same_subtree_true,dewey,13.617
artificial_forest_1000,check_same_subtree_true,prepost,7.327
artificial_forest_1000,all_ancestors,baseline,17.09
artificial_forest_1000,all_ancestors,dewey,7.21
artificial_forest_1000,all_ancestors,prepost,7.263
artificial_forest_1000,check_if_ancestor_true,baseline,57.358
artificial_forest_1000,check_if_ancestor_true,dewey,2.479
artificial_forest_1000,check_if_ancestor_true,prepost,1.876
artificial_forest_1000,check_same_subtree_false,baseline,20.36
artificial_forest_1000,check_same_subtree_false,dewey,11.633
artificial_forest_1000,check_same_subtree_false,prepost,8.05
artificial_forest_1000,check_if_ancestor_false,baseline,28.893
artificial_forest_1000,check_if_ancestor_false,dewey,1.635
artificial_forest_1000,check_if_ancestor_false,prepost,1.628
ultrawide_10000,all_descendants,baseline,34.916
ultrawide_10000,all_descendants,dewey,9.455
ultrawide_10000,all_descendants,prepost,8.652
ultrawide_10000,all_children,baseline,6.37
ultrawide_10000,all_children,dewey,7.36
ultrawide_10000,all_children,prepost,8.882
ultrawide_10000,all_leaves,baseline,37.322
ultrawide_10000,all_leaves,dewey,23.791
ultrawide_10000,all_leaves,prepost,12.448
ultrawide_10000,count_descendants,baseline,17.884
ultrawide_10000,count_descendants,dewey,6.524
ultrawide_10000,count_descendants,prepost,0.939
ultrawide_10000,count_leaves,baseline,24.653
ultrawide_10000,count_leaves,dewey,18.602
ultrawide_10000,count_leaves,prepost,6.66
ultrawide_10000,check_same_subtree_true,baseline,15.295
ultrawide_10000,check_same_subtree_true,dewey,9.435
ultrawide_10000,check_same_subtree_true,prepost,10.874
ultrawide_10000,all_ancestors,baseline,11.446
ultrawide_10000,all_ancestors,dewey,8.148
ultrawide_10000,all_ancestors,prepost,5.2
ultrawide_10000,check_if_ancestor_true,baseline,55.804
ultrawide_10000,check_if_ancestor_true,dewey,2.286
ultrawide_10000,check_if_ancestor_true,prepost,1.721
ultrawide_10000,check_same_subtree_false,baseline,23.02
ultrawide_10000,check_same_subtree_false,dewey,12.551
ultrawide_10000,check_same_subtree_false,prepost,12.367
ultrawide_10000,check_if_ancestor_false,baseline,54.506
ultrawide_10000,check_if_ancestor_false,dewey,2.444
ultrawide_10000,check_if_ancestor_false,prepost,1.785
